productId,date,views,likes,rating,ratingCount
4507335,2024120220,340000,16893,4.9,531
3276429,2024120220,180000,19262,4.9,4004
3976350,2024120220,130000,42701,4.9,3798
2355071,2024120220,120000,13426,4.9,1769
1178135,2024120220,130000,64809,4.9,10406
3976349,2024120220,100000,22720,4.9,3744
3682262,2024120220,100000,28391,4.9,3795
1163169,2024120220,130000,71419,4.9,11104
4201442,2024120220,100000,18404,4.9,1379
2679789,2024120220,230000,9024,4.9,709
1128656,2024120220,90000,55252,4.8,24214
4452597,2024120220,210000,5794,4.9,292
4421920,2024120220,130000,4031,5,42
1762407,2024120220,90000,19369,4.9,5793
3913010,2024120220,80000,11103,4.9,1160
3046012,2024120220,130000,13479,4.9,2415
4328804,2024120220,140000,16799,4.9,334
3008047,2024120220,40000,5081,4.8,1127
4371012,2024120220,120000,12371,4.9,1073
2716424,2024120220,100000,17301,4.9,2491
4457231,2024120220,280000,21298,4.8,255
3771106,2024120220,110000,48947,4.9,3825
3417694,2024120220,50000,4363,4.9,1189
3619060,2024120220,120000,7204,4.7,369
810034,2024120220,60000,115244,4.9,53571
3619061,2024120220,120000,10810,4.9,376
4289228,2024120220,90000,25629,4.9,522
4496170,2024120220,90000,4436,4.8,42
2815896,2024120220,60000,18391,4.8,1553
4201520,2024120220,60000,10388,4.9,699
3541310,2024120220,170000,27176,4.7,1974
2114452,2024120220,40000,4609,4.9,1462
4422025,2024120220,70000,8346,4.9,112
3719993,2024120220,40000,4051,4.8,355
3633649,2024120220,80000,17567,4.8,3226
3754860,2024120220,70000,24870,4.9,1572
3416013,2024120220,90000,24098,4.8,2150
1622069,2024120220,60000,80787,4.9,13604
1762406,2024120220,40000,19183,4.9,8957
4421919,2024120220,80000,3434,4.9,26
3616974,2024120220,50000,17323,4.9,1305
4470119,2024120220,90000,6375,4.9,65
4104562,2024120220,60000,17167,4.7,2353
4374891,2024120220,70000,3921,4.9,209
2101924,2024120220,30000,13024,4.8,3886
4202772,2024120220,70000,2586,5,10
4444583,2024120220,100000,5901,4.9,103
3905837,2024120220,80000,10494,4.9,352
3290281,2024120220,50000,55136,4.9,5083
3681232,2024120220,80000,19864,4.9,1068
451851,2024120220,40000,20139,4.9,3414
4579212,2024120220,70000,4137,4.9,1586
3479543,2024120220,50000,11984,4.9,927
2820790,2024120220,60000,9877,4.9,528
4550090,2024120220,130000,8864,4.8,155
3734052,2024120220,50000,4125,4.9,122
4226785,2024120220,50000,10726,4.9,732
3598811,2024120220,20000,1263,5,11
4546104,2024120220,60000,2144,4.9,95
4374819,2024120220,60000,3973,4.8,59
3552361,2024120220,60000,10365,4.9,1034
3905088,2024120220,70000,5382,4.9,951
3559722,2024120220,50000,9316,4.9,698
4457147,2024120220,80000,7253,4.8,119
4201989,2024120220,60000,5177,4.8,213
3172980,2024120220,100000,7742,4.9,462
4562716,2024120220,17000,1518,4.9,18
3976283,2024120220,40000,14555,4.9,822
3734054,2024120220,60000,6819,5,126
490093,2024120220,30000,28957,4.9,9183
2871797,2024120220,40000,16687,4.9,1923
2200821,2024120220,20000,4002,4.9,823
4541879,2024120220,60000,3692,5,8
104239,2024120220,30000,41073,4.9,32705
4201382,2024120220,30000,1863,4.9,467
4356158,2024120220,90000,2038,4.8,46
3771148,2024120220,60000,5632,4.9,730
4047739,2024120220,40000,7659,4.9,445
2894979,2024120220,40000,8967,4.9,702
3754858,2024120220,60000,24753,4.9,2581
4452183,2024120220,80000,5290,4.7,47
4289227,2024120220,20000,6707,4.9,250
4343634,2024120220,40000,4072,4.8,212
810033,2024120220,30000,105980,4.9,39083
2679781,2024120220,40000,4954,4.9,220
3884791,2024120220,50000,9185,4.9,440
4523101,2024120220,60000,5216,4.9,106
3754859,2024120220,40000,26283,4.9,1902
3479542,2024120220,50000,10687,4.9,621
4356159,2024120220,90000,1338,4.9,24
4080311,2024120220,70000,1824,4.9,172
2735953,2024120220,30000,4527,4.9,1564
4557500,2024120220,70000,3912,4.9,67
3976280,2024120220,50000,6230,4.9,747
4540912,2024120220,50000,2548,4.4,41
1739589,2024120220,50000,11145,4.9,3370
4442080,2024120220,30000,2383,4.9,52
3771095,2024120220,20000,3378,5,182
3817480,2024120220,40000,3281,4.9,240
3901126,2024120220,40000,7051,4.9,472
4501462,2024120220,50000,4903,4.8,75
4584273,2024120220,30000,799,4.9,36
1729707,2024120220,50000,22716,4.9,1966
4636163,2024120220,110000,2618,4.9,39
4593750,2024120220,20000,1259,,
4502588,2024120220,50000,2510,4.8,35
3976282,2024120220,30000,6718,4.9,586
4374732,2024120220,30000,2315,4.8,91
2800835,2024120220,60000,28671,4.8,3098
4341208,2024120220,40000,1859,4.9,126
311052,2024120220,20000,119150,4.9,47675
4348056,2024120220,20000,1049,4.9,67
957758,2024120220,40000,33981,4.9,11325
4501461,2024120220,60000,6129,4.8,64
4071259,2024120220,19000,3161,4.9,73
4492190,2024120220,70000,4452,4.8,23
685185,2024120220,30000,29137,4.8,13747
4561982,2024120220,40000,1289,4.9,17
4111710,2024120220,50000,1951,4.8,134
4394649,2024120220,40000,1667,4.9,123
3900482,2024120220,60000,8352,4.9,76
2733842,2024120220,30000,5884,4.9,436
4502604,2024120220,50000,3016,4.9,53
4522544,2024120220,30000,2518,4.8,58
4523100,2024120220,50000,3198,4.9,38
3445112,2024120220,20000,4385,4.9,1819
4525646,2024120220,20000,1473,4.9,30
1262092,2024120220,80000,26597,4.8,1735
3791112,2024120220,40000,4593,4.8,289
1231944,2024120220,20000,17898,4.9,2597
3046014,2024120220,50000,26132,4.9,3494
1568047,2024120220,30000,37509,4.8,14306
816033,2024120220,40000,53732,4.9,16815
2733851,2024120220,30000,2753,4.9,111
3302488,2024120220,20000,11514,4.8,863
2820792,2024120220,20000,3768,4.9,145
4453772,2024120220,50000,2784,4.9,88
2113853,2024120220,40000,26423,4.9,2809
3772525,2024120220,50000,6805,4.9,299
4222747,2024120220,40000,3027,4.8,105
2284961,2024120220,20000,2050,4.9,308
4343632,2024120220,20000,1729,4.9,121
4371041,2024120220,40000,7267,4.9,318
